REPORT_DATE,NEIGHBOURHOOD_158,INJURIES,DEATH
2010-04-12,Englemount-Lawrence (32),2,0
2009-12-05,York University Heights (27),2,0
2005-07-06,Black Creek (24),0,0
2016-02-13,Mount Olive-Silverstone-Jamestown (2),0,0
2010-06-02,Regent Park (72),1,0
2014-12-23,Yorkdale-Glen Park (31),0,1
2004-09-28,Yorkdale-Glen Park (31),1,1
2016-11-28,York University Heights (27),1,0
2016-08-25,Mount Olive-Silverstone-Jamestown (2),2,0
2005-02-11,Englemount-Lawrence (32),0,0
2006-05-03,Malvern East (146),1,0
2013-06-13,Yorkdale-Glen Park (31),2,0
2019-04-12,Mount Olive-Silverstone-Jamestown (2),1,0
2014-12-28,Glenfield-Jane Heights (25),1,0
2014-06-27,Englemount-Lawrence (32),0,1
2011-09-20,Humber Summit (21),1,0
2005-12-12,Black Creek (24),2,0
2017-08-29,Humber Summit (21),0,0
2006-06-24,Humber Summit (21),2,0
2005-01-17,Malvern East (146),2,0
2015-04-25,West Humber-Clairville (1),1,0
2020-03-02,Yorkdale-Glen Park (31),1,0
2015-06-05,West Humber-Clairville (1),6,0
2007-01-30,Malvern East (146),1,0
2017-04-18,Regent Park (72),1,1
2012-10-26,Yorkdale-Glen Park (31),0,0
2014-10-07,Malvern East (146),5,0
2023-04-29,Glenfield-Jane Heights (25),0,0
2020-02-12,Englemount-Lawrence (32),1,0
2023-12-14,Regent Park (72),0,1
2020-03-22,Englemount-Lawrence (32),0,0
2023-12-29,West Humber-Clairville (1),3,0
2016-03-04,Englemount-Lawrence (32),0,0
2014-06-16,Humber Summit (21),1,1
2011-02-08,Englemount-Lawrence (32),0,0
2008-12-08,Yorkdale-Glen Park (31),4,0
2022-07-13,Regent Park (72),3,0
2015-08-04,Regent Park (72),1,0
2022-08-07,Humber Summit (21),3,0
2009-06-21,Black Creek (24),1,0
2021-09-21,Black Creek (24),1,0
2011-04-06,Glenfield-Jane Heights (25),0,1
2021-09-22,Humber Summit (21),1,0
2021-06-25,Regent Park (72),2,0
2014-10-30,Black Creek (24),0,0
2009-05-17,Mount Olive-Silverstone-Jamestown (2),0,0
2007-09-02,York University Heights (27),0,0
2022-07-25,Humber Summit (21),1,0
2012-07-22,Humber Summit (21),0,1
2015-09-29,Yorkdale-Glen Park (31),0,0
2018-06-16,Yorkdale-Glen Park (31),0,0
2015-12-21,Humber Summit (21),2,0
2020-09-07,York University Heights (27),0,0
2007-03-03,Malvern East (146),1,0
2015-09-30,Regent Park (72),0,0
2022-06-20,Glenfield-Jane Heights (25),0,0
2022-03-01,Humber Summit (21),1,0
2016-03-30,York University Heights (27),0,0
2014-04-05,West Humber-Clairville (1),2,0
2012-08-11,Englemount-Lawrence (32),0,0
2023-07-30,Malvern East (146),3,1
2021-09-14,Malvern East (146),2,0
2013-02-13,Yorkdale-Glen Park (31),0,0
2021-08-16,Yorkdale-Glen Park (31),1,0
2018-03-26,Black Creek (24),1,0
2008-01-13,Humber Summit (21),0,0
2016-07-03,York University Heights (27),1,0
2021-10-30,Englemount-Lawrence (32),1,0
2006-11-02,Malvern East (146),1,0
2006-04-10,Black Creek (24),2,0
2021-01-29,West Humber-Clairville (1),0,0
2007-12-02,West Humber-Clairville (1),0,0
2016-02-08,West Humber-Clairville (1),1,0
2023-02-07,West Humber-Clairville (1),1,0
2007-03-09,Glenfield-Jane Heights (25),0,0
2020-05-13,West Humber-Clairville (1),1,0
2015-11-24,Englemount-Lawrence (32),1,0
2009-01-06,Glenfield-Jane Heights (25),1,0
2008-07-21,Black Creek (24),0,0
2018-08-27,Regent Park (72),0,0
2015-09-22,Mount Olive-Silverstone-Jamestown (2),6,0
2020-03-28,Yorkdale-Glen Park (31),0,0
2014-10-29,West Humber-Clairville (1),0,0
2012-09-08,Glenfield-Jane Heights (25),1,0
2007-04-26,Glenfield-Jane Heights (25),1,1
2011-06-23,Mount Olive-Silverstone-Jamestown (2),1,0
2009-05-14,Regent Park (72),0,0
2012-09-21,Englemount-Lawrence (32),2,0
2018-04-26,Englemount-Lawrence (32),1,0
2008-09-15,Regent Park (72),2,0
2014-09-20,Malvern East (146),4,0
2021-09-12,Yorkdale-Glen Park (31),1,0
2005-02-21,Mount Olive-Silverstone-Jamestown (2),0,0
2022-09-16,Regent Park (72),3,0
2022-04-30,Yorkdale-Glen Park (31),1,1
2018-06-11,Regent Park (72),1,0
2007-09-10,West Humber-Clairville (1),0,0
2017-10-17,Yorkdale-Glen Park (31),1,0
2016-05-05,Malvern East (146),3,0
2011-07-04,Englemount-Lawrence (32),1,1
2004-01-21,Englemount-Lawrence (32),1,0
2008-03-27,West Humber-Clairville (1),0,0
2023-09-21,West Humber-Clairville (1),0,0
2009-02-27,York University Heights (27),1,0
2012-03-30,Black Creek (24),1,0
2007-06-09,Yorkdale-Glen Park (31),1,0
2019-02-19,Malvern East (146),0,0
2018-05-15,Mount Olive-Silverstone-Jamestown (2),1,0
2022-08-23,Englemount-Lawrence (32),1,0
2012-03-26,Englemount-Lawrence (32),1,1
2012-04-11,York University Heights (27),0,0
2023-11-03,Humber Summit (21),0,0
2005-02-01,Yorkdale-Glen Park (31),1,0
2019-04-09,York University Heights (27),0,0
2017-02-04,Glenfield-Jane Heights (25),3,0
2004-09-26,Malvern East (146),0,1
2023-10-16,Malvern East (146),2,0
2010-11-13,Malvern East (146),0,0
2018-01-14,West Humber-Clairville (1),1,0
2023-03-04,Regent Park (72),1,0
2014-07-24,Mount Olive-Silverstone-Jamestown (2),1,0
2020-11-10,Englemount-Lawrence (32),1,0
2018-11-13,Black Creek (24),1,0
2011-08-04,Englemount-Lawrence (32),2,0
2015-04-13,West Humber-Clairville (1),2,0
2023-04-04,Regent Park (72),1,0
2014-05-14,Yorkdale-Glen Park (31),1,0
2012-05-30,Humber Summit (21),0,0
2015-05-12,Yorkdale-Glen Park (31),1,0
2018-07-30,Black Creek (24),0,0
2016-09-21,Englemount-Lawrence (32),2,0
2021-09-19,Malvern East (146),0,0
2019-03-05,Humber Summit (21),1,0
2014-05-27,Mount Olive-Silverstone-Jamestown (2),0,0
2008-09-04,Yorkdale-Glen Park (31),2,0
2018-12-07,Humber Summit (21),4,0
2009-03-10,Mount Olive-Silverstone-Jamestown (2),1,0
2018-04-06,Englemount-Lawrence (32),2,0
2015-03-01,West Humber-Clairville (1),2,0
2011-01-27,Malvern East (146),0,0
2004-06-20,Black Creek (24),0,0
2009-03-02,Mount Olive-Silverstone-Jamestown (2),0,0
2007-09-21,West Humber-Clairville (1),1,0
2015-10-02,Humber Summit (21),0,0
2009-12-19,Humber Summit (21),1,0
2019-11-03,Yorkdale-Glen Park (31),1,0
2005-11-27,Humber Summit (21),0,0
2019-08-19,West Humber-Clairville (1),1,0
2023-06-21,York University Heights (27),2,0
2005-04-14,Englemount-Lawrence (32),0,0
2012-04-10,Mount Olive-Silverstone-Jamestown (2),0,0
2011-06-10,York University Heights (27),0,0
2009-05-16,York University Heights (27),2,0
2015-05-14,Humber Summit (21),1,1
2011-04-08,Humber Summit (21),0,0
2011-11-29,York University Heights (27),1,0
2004-03-23,Glenfield-Jane Heights (25),0,0
2004-04-05,York University Heights (27),5,0
2007-03-02,Englemount-Lawrence (32),2,0
2014-03-01,Regent Park (72),1,0
2012-08-13,Black Creek (24),1,0
2008-08-08,Regent Park (72),1,0
2005-10-07,Black Creek (24),0,0
2017-06-28,Malvern East (146),1,0
2012-05-16,West Humber-Clairville (1),3,0
2017-03-07,Regent Park (72),0,0
2020-05-18,York University Heights (27),0,0
2014-04-19,York University Heights (27),2,0
2012-04-19,Englemount-Lawrence (32),0,0
2017-01-29,Englemount-Lawrence (32),0,1
2017-10-03,Mount Olive-Silverstone-Jamestown (2),0,1
2021-11-08,Malvern East (146),1,0
2021-10-11,York University Heights (27),0,0
2011-02-01,Mount Olive-Silverstone-Jamestown (2),0,0
2020-08-21,Black Creek (24),1,0
2005-06-01,Glenfield-Jane Heights (25),1,0
2010-03-29,Englemount-Lawrence (32),1,0
2014-09-03,Yorkdale-Glen Park (31),1,0
2019-02-15,York University Heights (27),0,1
2004-10-07,Mount Olive-Silverstone-Jamestown (2),3,0
2007-02-02,York University Heights (27),1,0
2013-09-21,Yorkdale-Glen Park (31),0,0
2010-08-14,Humber Summit (21),1,0
2018-03-19,Humber Summit (21),0,0
2017-05-17,York University Heights (27),0,0
2018-01-04,Black Creek (24),2,0
2008-10-15,Mount Olive-Silverstone-Jamestown (2),0,0
2006-12-09,Malvern East (146),1,0
2013-10-31,Black Creek (24),0,0
2013-06-05,West Humber-Clairville (1),0,0
2019-04-19,Regent Park (72),0,0
2009-09-14,Black Creek (24),2,0
2018-06-24,York University Heights (27),2,0
2018-03-22,West Humber-Clairville (1),0,0
2010-06-17,West Humber-Clairville (1),3,0
2005-11-01,Black Creek (24),1,0
2023-11-04,York University Heights (27),0,0
2008-12-06,York University Heights (27),2,0
2011-06-13,Englemount-Lawrence (32),0,0
2018-05-25,Humber Summit (21),1,0
2006-04-13,Yorkdale-Glen Park (31),0,0
2012-01-30,West Humber-Clairville (1),1,0
2009-12-05,Mount Olive-Silverstone-Jamestown (2),2,0
2017-05-18,Yorkdale-Glen Park (31),3,0
2012-01-03,Malvern East (146),1,0
2022-11-19,Black Creek (24),0,0
2015-04-30,Humber Summit (21),1,0
2010-12-01,Glenfield-Jane Heights (25),0,0
2015-09-15,Mount Olive-Silverstone-Jamestown (2),2,0
2014-02-28,Glenfield-Jane Heights (25),1,0
2014-05-24,York University Heights (27),1,0
2010-10-18,Englemount-Lawrence (32),1,1
2015-12-04,Yorkdale-Glen Park (31),1,0
2004-06-21,Malvern East (146),1,0
2014-07-21,Mount Olive-Silverstone-Jamestown (2),0,0
2017-10-05,Mount Olive-Silverstone-Jamestown (2),1,0
2010-04-17,Mount Olive-Silverstone-Jamestown (2),1,0
2018-07-03,Glenfield-Jane Heights (25),1,0
2019-07-04,Regent Park (72),0,0
2009-06-10,Englemount-Lawrence (32),1,0
2008-10-11,Black Creek (24),0,0
2019-05-13,Yorkdale-Glen Park (31),0,0
2015-04-05,Regent Park (72),0,0
2022-11-12,Black Creek (24),1,0
2021-05-16,West Humber-Clairville (1),2,0
2017-12-20,Yorkdale-Glen Park (31),3,0
2008-06-07,Regent Park (72),0,0
2017-06-27,West Humber-Clairville (1),1,0
2023-04-26,Black Creek (24),0,1
2004-10-13,Yorkdale-Glen Park (31),0,0
2012-05-23,West Humber-Clairville (1),2,0
2022-07-10,Regent Park (72),1,0
2015-05-28,Humber Summit (21),1,0
2014-09-13,Black Creek (24),2,0
2018-02-09,Humber Summit (21),2,0
2007-09-25,Yorkdale-Glen Park (31),1,0
2022-03-22,Humber Summit (21),1,0
2020-09-05,Englemount-Lawrence (32),1,1
2016-04-17,Malvern East (146),1,0
2010-08-30,Malvern East (146),0,0
2016-03-10,Glenfield-Jane Heights (25),0,0
2019-02-23,York University Heights (27),0,0
2008-07-24,Malvern East (146),0,0
2004-04-30,Yorkdale-Glen Park (31),0,1
2014-09-13,West Humber-Clairville (1),0,0
2016-04-10,York University Heights (27),2,0
2023-10-17,Humber Summit (21),0,1
2012-02-10,Englemount-Lawrence (32),3,0
2021-11-09,West Humber-Clairville (1),3,0
2018-04-27,Englemount-Lawrence (32),0,0
2021-09-16,Englemount-Lawrence (32),1,0
2006-11-07,Humber Summit (21),1,0
2009-06-30,Yorkdale-Glen Park (31),0,0
2012-10-18,York University Heights (27),1,0
2009-03-26,Mount Olive-Silverstone-Jamestown (2),2,0
2022-10-29,West Humber-Clairville (1),0,0
2008-09-15,Yorkdale-Glen Park (31),1,0
2017-09-11,Regent Park (72),1,0
2016-07-10,Humber Summit (21),1,0
2012-12-04,Regent Park (72),0,0
2015-08-29,York University Heights (27),1,0
2010-01-27,York University Heights (27),0,0
2019-09-24,York University Heights (27),1,0
2014-02-26,Regent Park (72),2,0
2006-08-05,Mount Olive-Silverstone-Jamestown (2),1,0
2013-11-30,Englemount-Lawrence (32),0,0
2007-05-01,Mount Olive-Silverstone-Jamestown (2),1,0
2020-04-23,West Humber-Clairville (1),0,0
2015-04-14,York University Heights (27),1,0
2004-09-08,West Humber-Clairville (1),4,0
2017-04-29,Mount Olive-Silverstone-Jamestown (2),0,0
2016-02-20,Yorkdale-Glen Park (31),2,0
2020-06-08,Black Creek (24),2,0
2017-04-22,York University Heights (27),2,0
2021-02-10,Mount Olive-Silverstone-Jamestown (2),0,0
2022-02-08,Humber Summit (21),1,0
2004-10-28,Regent Park (72),2,1
2019-02-24,Yorkdale-Glen Park (31),0,0
2016-10-21,Black Creek (24),0,0
2006-08-21,West Humber-Clairville (1),0,0
2015-03-31,York University Heights (27),2,1
2010-08-12,Glenfield-Jane Heights (25),0,1
2010-02-06,Humber Summit (21),2,0
2012-06-27,Humber Summit (21),0,0
2022-01-27,Malvern East (146),2,0
2008-05-06,Black Creek (24),1,0
2020-06-27,York University Heights (27),1,0
2021-09-18,West Humber-Clairville (1),1,1
2023-07-23,Humber Summit (21),2,0
2019-09-13,Malvern East (146),1,0
2005-12-27,Glenfield-Jane Heights (25),0,0
2014-02-12,Yorkdale-Glen Park (31),0,0
2017-08-07,Humber Summit (21),1,0
2006-07-19,Glenfield-Jane Heights (25),1,0
2009-04-09,Regent Park (72),1,0
2019-03-07,Malvern East (146),0,0
2023-01-03,Yorkdale-Glen Park (31),1,0
2016-12-20,Malvern East (146),0,0
2022-07-23,Yorkdale-Glen Park (31),1,0
2016-05-21,Mount Olive-Silverstone-Jamestown (2),0,0
2012-01-14,Englemount-Lawrence (32),2,0
2004-08-29,Humber Summit (21),2,0
2015-12-30,Yorkdale-Glen Park (31),1,0
2005-09-30,York University Heights (27),1,0
2013-02-08,West Humber-Clairville (1),2,0
2023-03-24,Malvern East (146),0,0
2014-07-03,Englemount-Lawrence (32),1,1
2019-06-10,West Humber-Clairville (1),0,0
2005-07-27,Humber Summit (21),2,0
2009-05-16,Black Creek (24),1,0
2012-11-18,Humber Summit (21),0,0
2010-12-28,West Humber-Clairville (1),1,0
2008-11-04,Humber Summit (21),1,0
2020-09-12,Black Creek (24),1,0
2017-06-09,Glenfield-Jane Heights (25),0,0
2011-04-18,West Humber-Clairville (1),0,0
2011-04-14,Regent Park (72),1,1
2005-05-03,Yorkdale-Glen Park (31),0,0
2023-12-10,Malvern East (146),0,0
2018-03-12,Humber Summit (21),0,0
2007-03-06,Mount Olive-Silverstone-Jamestown (2),1,0
2012-06-29,West Humber-Clairville (1),0,0
2012-06-04,Mount Olive-Silverstone-Jamestown (2),5,0
2004-12-27,Mount Olive-Silverstone-Jamestown (2),0,0
2022-05-31,Humber Summit (21),3,0
2004-07-05,Malvern East (146),0,0
2022-01-28,Humber Summit (21),2,0
2022-02-18,Englemount-Lawrence (32),2,0
2017-09-04,Yorkdale-Glen Park (31),0,0
2005-06-06,Mount Olive-Silverstone-Jamestown (2),0,1
2019-02-06,Glenfield-Jane Heights (25),1,0
2018-04-05,Yorkdale-Glen Park (31),1,1
2008-06-14,Black Creek (24),1,0
2019-02-10,Malvern East (146),1,0
2006-02-27,Yorkdale-Glen Park (31),0,0
2015-11-25,Humber Summit (21),1,0
2006-03-09,West Humber-Clairville (1),1,0
2018-06-01,Yorkdale-Glen Park (31),0,1
2010-10-01,West Humber-Clairville (1),1,0
2017-01-05,Englemount-Lawrence (32),1,0
2009-02-06,York University Heights (27),1,0
2011-06-09,Black Creek (24),1,0
2018-10-26,Malvern East (146),0,0
2012-03-25,Malvern East (146),2,0
2007-04-07,West Humber-Clairville (1),2,0
2014-06-10,Black Creek (24),1,0
2008-02-26,Glenfield-Jane Heights (25),3,1
2011-04-14,Glenfield-Jane Heights (25),0,0
2013-11-26,Mount Olive-Silverstone-Jamestown (2),2,1
2011-07-13,Malvern East (146),3,0
2020-05-14,Black Creek (24),2,0
2005-05-03,Black Creek (24),1,0
2004-09-16,Malvern East (146),1,1
2004-12-15,Englemount-Lawrence (32),1,0
2021-11-03,Mount Olive-Silverstone-Jamestown (2),1,0
2019-12-23,Humber Summit (21),3,0
2013-02-10,West Humber-Clairville (1),2,0
2006-10-06,Yorkdale-Glen Park (31),1,0
2013-01-02,Malvern East (146),2,0
2005-11-02,West Humber-Clairville (1),2,0
2014-03-12,Regent Park (72),0,0
2017-07-09,Mount Olive-Silverstone-Jamestown (2),0,0
2005-12-30,Yorkdale-Glen Park (31),2,0
2009-04-15,Mount Olive-Silverstone-Jamestown (2),0,0
2017-12-01,York University Heights (27),0,0
2011-05-11,Mount Olive-Silverstone-Jamestown (2),0,0
2006-01-04,Malvern East (146),0,0
2015-11-29,Black Creek (24),1,0
2005-06-10,York University Heights (27),3,0
2007-06-27,West Humber-Clairville (1),2,0
2007-12-06,Englemount-Lawrence (32),1,0
2018-11-20,Regent Park (72),0,0
2008-09-18,Glenfield-Jane Heights (25),1,0
2021-12-07,West Humber-Clairville (1),2,0
2017-09-27,Black Creek (24),2,1
2010-10-22,Englemount-Lawrence (32),6,1
2022-06-15,Regent Park (72),1,0
2023-09-05,Malvern East (146),2,0
2010-10-02,Malvern East (146),0,0
2016-12-05,Englemount-Lawrence (32),0,0
2008-02-02,Yorkdale-Glen Park (31),1,1
2022-11-18,Malvern East (146),0,0
2018-06-10,Yorkdale-Glen Park (31),0,0
2004-07-25,Black Creek (24),0,0
2014-09-11,Black Creek (24),0,0
2004-01-05,York University Heights (27),3,0
2022-04-09,Glenfield-Jane Heights (25),1,0
2019-03-22,Mount Olive-Silverstone-Jamestown (2),1,0
2021-04-02,Englemount-Lawrence (32),0,1
2009-06-16,York University Heights (27),1,0
2017-10-07,Mount Olive-Silverstone-Jamestown (2),1,0
2005-03-26,Regent Park (72),2,0
2014-10-31,Regent Park (72),0,0
2021-05-17,West Humber-Clairville (1),3,1
2011-01-01,Black Creek (24),2,0
2010-07-08,Humber Summit (21),0,0
2018-03-30,Yorkdale-Glen Park (31),1,0
2016-01-05,Humber Summit (21),1,0
2004-11-10,Mount Olive-Silverstone-Jamestown (2),0,0
2008-06-18,Humber Summit (21),0,0
2018-01-23,Humber Summit (21),1,0
2012-08-24,Glenfield-Jane Heights (25),0,0
2017-11-19,Mount Olive-Silverstone-Jamestown (2),1,0
2005-09-08,Malvern East (146),2,0
2019-10-22,York University Heights (27),1,0
2004-05-18,York University Heights (27),1,0
2004-02-23,Black Creek (24),1,0
2009-12-20,Malvern East (146),1,0
2012-10-02,Mount Olive-Silverstone-Jamestown (2),0,0
2021-08-21,Humber Summit (21),0,0
2015-12-12,Yorkdale-Glen Park (31),1,0
2012-08-07,Black Creek (24),1,0
2015-08-29,Glenfield-Jane Heights (25),2,0
2008-03-30,Mount Olive-Silverstone-Jamestown (2),0,0
2005-12-18,West Humber-Clairville (1),3,0
2011-10-03,Regent Park (72),0,0
2011-09-12,Regent Park (72),0,0
2022-06-01,Malvern East (146),2,0
2012-03-27,Mount Olive-Silverstone-Jamestown (2),1,0
2007-11-02,Mount Olive-Silverstone-Jamestown (2),0,0
2006-07-02,West Humber-Clairville (1),2,0
2012-08-04,Humber Summit (21),1,0
2013-11-01,Glenfield-Jane Heights (25),0,0
2018-09-30,West Humber-Clairville (1),0,0
2015-08-14,Mount Olive-Silverstone-Jamestown (2),2,0
2008-09-08,Yorkdale-Glen Park (31),0,0
2021-03-26,Humber Summit (21),0,0
2015-07-20,Humber Summit (21),1,0
2007-04-13,Black Creek (24),2,0
2006-01-09,Glenfield-Jane Heights (25),1,0
2004-04-23,Mount Olive-Silverstone-Jamestown (2),3,0
2017-01-13,Black Creek (24),0,0
2006-01-08,Regent Park (72),2,0
2021-06-27,Yorkdale-Glen Park (31),1,0
2023-05-16,Yorkdale-Glen Park (31),2,0
2022-12-14,Black Creek (24),3,0
2011-08-08,Black Creek (24),0,0
2021-12-28,Humber Summit (21),1,0
2009-02-11,Yorkdale-Glen Park (31),0,0
2009-06-24,West Humber-Clairville (1),1,0
2015-07-04,Englemount-Lawrence (32),1,0
2022-01-25,York University Heights (27),1,0
2023-08-10,York University Heights (27),0,0
2007-09-21,Regent Park (72),1,0
2018-03-26,West Humber-Clairville (1),0,0
2013-09-20,Yorkdale-Glen Park (31),1,0
2017-01-08,West Humber-Clairville (1),2,0
2012-09-01,Regent Park (72),0,1
2013-10-09,Mount Olive-Silverstone-Jamestown (2),1,0
2018-11-10,Glenfield-Jane Heights (25),2,0
2020-10-20,Black Creek (24),1,0
2014-04-06,Mount Olive-Silverstone-Jamestown (2),0,0
2011-11-26,Yorkdale-Glen Park (31),1,0
2006-11-20,Englemount-Lawrence (32),1,0
2006-06-11,Humber Summit (21),0,0
2005-06-26,Humber Summit (21),2,0
2016-05-26,Humber Summit (21),0,0
2020-08-09,Englemount-Lawrence (32),0,1
2007-06-11,Humber Summit (21),1,0
2023-07-20,Regent Park (72),1,0
2010-05-08,Glenfield-Jane Heights (25),1,1
2005-06-06,Humber Summit (21),1,0
2005-10-10,Regent Park (72),0,0
2017-02-17,Regent Park (72),1,0
2022-10-09,Black Creek (24),0,1
2023-08-17,Regent Park (72),0,0
2010-09-22,West Humber-Clairville (1),2,0
2010-02-03,West Humber-Clairville (1),0,1
2017-09-27,Humber Summit (21),1,0
2006-12-23,Black Creek (24),2,0
2012-02-29,Mount Olive-Silverstone-Jamestown (2),1,0
2004-06-10,Malvern East (146),0,0
2008-04-12,Mount Olive-Silverstone-Jamestown (2),2,0
2022-11-14,Black Creek (24),1,0
2006-10-13,Humber Summit (21),1,0
2012-04-06,Glenfield-Jane Heights (25),1,0
2015-01-07,West Humber-Clairville (1),0,0
2022-12-06,West Humber-Clairville (1),0,0
2012-10-09,West Humber-Clairville (1),2,0
2008-10-01,York University Heights (27),0,1
2004-05-10,Glenfield-Jane Heights (25),0,1
2013-03-27,Mount Olive-Silverstone-Jamestown (2),0,0
2013-04-12,Regent Park (72),0,0
2021-07-23,Glenfield-Jane Heights (25),1,0
2022-11-18,Black Creek (24),1,0
2016-06-12,Malvern East (146),1,0
2014-01-13,Regent Park (72),1,0
2015-07-20,Regent Park (72),2,0
2012-05-02,Regent Park (72),1,0
2020-04-30,West Humber-Clairville (1),1,0
2018-05-16,Mount Olive-Silverstone-Jamestown (2),2,0
2018-11-04,Englemount-Lawrence (32),0,0
2007-10-25,Malvern East (146),0,0
2013-12-20,Humber Summit (21),0,0
2021-06-13,York University Heights (27),0,0
2022-04-07,Mount Olive-Silverstone-Jamestown (2),0,0
2009-08-10,Englemount-Lawrence (32),0,0
2004-10-17,Regent Park (72),1,0
2018-06-15,Humber Summit (21),1,0
2006-03-07,York University Heights (27),0,1
2017-10-25,York University Heights (27),0,0
2020-06-11,West Humber-Clairville (1),1,0
2006-11-08,Glenfield-Jane Heights (25),1,1
2021-04-30,West Humber-Clairville (1),1,0
2016-08-24,Mount Olive-Silverstone-Jamestown (2),2,0
2011-12-07,York University Heights (27),0,0
2008-05-22,West Humber-Clairville (1),0,0
2014-03-21,Englemount-Lawrence (32),0,0
2019-09-20,Regent Park (72),2,0
2013-01-25,Regent Park (72),1,0
2023-05-11,Glenfield-Jane Heights (25),0,0
2004-11-12,York University Heights (27),1,0
2005-08-12,Yorkdale-Glen Park (31),1,0
2022-05-07,Yorkdale-Glen Park (31),0,0
2004-06-07,Humber Summit (21),1,0
2007-04-17,York University Heights (27),1,0
2010-08-17,West Humber-Clairville (1),0,0
2020-08-01,Englemount-Lawrence (32),1,0
2012-10-23,Mount Olive-Silverstone-Jamestown (2),2,0
2007-04-13,Yorkdale-Glen Park (31),2,0
2004-07-27,Englemount-Lawrence (32),2,0
2016-08-29,Mount Olive-Silverstone-Jamestown (2),1,1
2020-07-24,Malvern East (146),0,0
2014-04-27,Malvern East (146),0,0
2013-01-16,Englemount-Lawrence (32),1,0
2013-06-10,Malvern East (146),2,0
2022-02-21,Malvern East (146),4,0
2012-09-12,Malvern East (146),0,0
2019-11-26,Malvern East (146),0,0
2023-09-03,Black Creek (24),1,0
2020-01-31,Regent Park (72),1,0
2010-04-12,York University Heights (27),3,0
2017-07-01,West Humber-Clairville (1),2,0
2012-03-20,Glenfield-Jane Heights (25),1,0
